experiment_id,git_commit,timestamp,dataset,protocol,robustness_setting,optimizer,seed,resolved_seed,hyperparameter_config,perturbation_type,requested_severity,actual_perturbation_rate,actual_perturbation_count,train_accuracy,validation_accuracy,test_accuracy,macro_f1,loss,training_time_seconds,best_validation_epoch,final_epoch,hardware_metadata_path
v2_fixed_cora,a397dec,2026-07-05T13:33:46.058470+00:00,Cora,fixed,training_time,Adam,42,806481020,"{""dropout"": 0.5, ""hidden_channels"": 16, ""learning_rate"": 0.01, ""momentum"": 0.0, ""weight_decay"": 0.0005}",clean,0.0,0.0,0,0.6928571428571428,0.494,0.455,0.4524287287242177,1.9329304695129395,0.6868936120008584,3,3,results/v2/metadata/environment.json
v2_fixed_cora,a397dec,2026-07-05T13:33:47.669534+00:00,Cora,fixed,training_time,Adam,42,2066187363,"{""dropout"": 0.5, ""hidden_channels"": 16, ""learning_rate"": 0.01, ""momentum"": 0.0, ""weight_decay"": 0.0005}",feature_masking,0.2,0.19999593628088427,9843,0.40714285714285714,0.272,0.287,0.2779939741284447,1.9384946823120117,0.6647033910121536,3,3,results/v2/metadata/environment.json
v2_fixed_cora,a397dec,2026-07-05T13:33:49.452771+00:00,Cora,fixed,training_time,RMSProp,42,850258994,"{""dropout"": 0.5, ""hidden_channels"": 16, ""learning_rate"": 0.01, ""momentum"": 0.0, ""weight_decay"": 0.0005}",clean,0.0,0.0,0,0.5642857142857143,0.328,0.341,0.3042626502333567,1.892948031425476,0.9490648790088017,2,3,results/v2/metadata/environment.json
v2_fixed_cora,a397dec,2026-07-05T13:33:51.275562+00:00,Cora,fixed,training_time,RMSProp,42,2016525353,"{""dropout"": 0.5, ""hidden_channels"": 16, ""learning_rate"": 0.01, ""momentum"": 0.0, ""weight_decay"": 0.0005}",feature_masking,0.2,0.19999593628088427,9843,0.2,0.208,0.186,0.08648936293279964,1.9129596948623657,0.9156553100037854,3,3,results/v2/metadata/environment.json
