track,optimizer,perturbation_type,severity,seed,epoch,train_loss,validation_loss,validation_accuracy,validation_macro_f1
baseline,Adam,clean,0.0,42,45,1.2134029865264893,1.534340739250183,0.71,0.7104898275873593
baseline,Adam,clean,0.0,42,46,1.1989505290985107,1.5208817720413208,0.712,0.7135257084542438
baseline,Adam,clean,0.0,42,47,1.2190310955047607,1.5090999603271484,0.712,0.7149763045929239
baseline,Adam,clean,0.0,42,48,1.1987541913986206,1.4966813325881958,0.706,0.7140030363023299
baseline,Adam,clean,0.0,42,49,1.1744863986968994,1.4848366975784302,0.704,0.7138559614072347
baseline,Adam,clean,0.0,42,50,1.1360385417938232,1.4733607769012451,0.704,0.7129975107013474
baseline,Adam,clean,0.0,42,51,1.1446250677108765,1.4615213871002197,0.706,0.7142478962926528
baseline,Adam,clean,0.0,42,52,1.0901508331298828,1.4501417875289917,0.706,0.7135688995293042
baseline,Adam,clean,0.0,42,53,1.0835505723953247,1.4382787942886353,0.722,0.72541823053332
baseline,Adam,clean,0.0,42,54,1.0697180032730103,1.4255186319351196,0.728,0.7317317243649774
baseline,Adam,clean,0.0,42,55,1.0892893075942993,1.4128305912017822,0.73,0.7350629143719788
baseline,Adam,clean,0.0,42,56,1.035666823387146,1.4009162187576294,0.728,0.7314196264939853
baseline,Adam,clean,0.0,42,57,1.011890172958374,1.387770175933838,0.73,0.7343652022601512
baseline,Adam,clean,0.0,42,58,1.022193431854248,1.3742491006851196,0.73,0.7352001175735372
baseline,Adam,clean,0.0,42,59,0.9860621690750122,1.3622395992279053,0.728,0.7344841334289106
baseline,Adam,clean,0.0,42,60,0.9478927850723267,1.3512126207351685,0.732,0.7362241830246067
baseline,Adam,clean,0.0,42,61,0.9569075703620911,1.3404357433319092,0.73,0.734737735070241
baseline,Adam,clean,0.0,42,62,0.934184730052948,1.330391526222229,0.732,0.7352252781498064
baseline,Adam,clean,0.0,42,63,0.9358434677124023,1.3204714059829712,0.736,0.7377000626939391
baseline,Adam,clean,0.0,42,64,0.8975926637649536,1.3112362623214722,0.74,0.7397381328510949
baseline,Adam,clean,0.0,42,65,0.8842679858207703,1.3023931980133057,0.738,0.7363986575013662
baseline,Adam,clean,0.0,42,66,0.9034583568572998,1.29172682762146,0.738,0.7356981171116237
baseline,Adam,clean,0.0,42,67,0.8592258095741272,1.27997887134552,0.744,0.7429783223317391
baseline,Adam,clean,0.0,42,68,0.8611120581626892,1.2675663232803345,0.752,0.7529478224125772
baseline,Adam,clean,0.0,42,69,0.8856626749038696,1.2560585737228394,0.76,0.7610070937452128
baseline,Adam,clean,0.0,42,70,0.824609100818634,1.2456486225128174,0.758,0.7583799659754592
baseline,Adam,clean,0.0,42,71,0.8047035932540894,1.2349939346313477,0.758,0.7582499487035784
baseline,Adam,clean,0.0,42,72,0.7926250100135803,1.225022554397583,0.758,0.7582499487035784
baseline,Adam,clean,0.0,42,73,0.7750853896141052,1.2151914834976196,0.756,0.7580080459582424
baseline,Adam,clean,0.0,42,74,0.7700833678245544,1.2069337368011475,0.758,0.7579036016119611
baseline,Adam,clean,0.0,42,75,0.7627214789390564,1.199270486831665,0.76,0.7607535237785854
baseline,Adam,clean,0.0,42,76,0.7550134658813477,1.1921577453613281,0.758,0.7584355229632737
baseline,Adam,clean,0.0,42,77,0.722567617893219,1.1846156120300293,0.756,0.7550537418045772
baseline,Adam,clean,0.0,42,78,0.7149291634559631,1.1770098209381104,0.76,0.7583152172197847
baseline,Adam,clean,0.0,42,79,0.7233409285545349,1.1696661710739136,0.764,0.7611615442170481
baseline,Adam,clean,0.0,42,80,0.7040796875953674,1.1636369228363037,0.764,0.7603472298714244
baseline,Adam,clean,0.0,42,81,0.7319567799568176,1.1561225652694702,0.764,0.7603472298714244
baseline,Adam,clean,0.0,42,82,0.7204368710517883,1.147481918334961,0.762,0.7585435178003725
baseline,Adam,clean,0.0,42,83,0.6846137642860413,1.1378116607666016,0.764,0.7603764275796989
baseline,Adam,clean,0.0,42,84,0.6294817924499512,1.128617763519287,0.764,0.7607058865399604
baseline,Adam,clean,0.0,42,85,0.6676409244537354,1.1199690103530884,0.766,0.7629919423356971
baseline,Adam,clean,0.0,42,86,0.6643495559692383,1.1119773387908936,0.764,0.7626459605310352
baseline,Adam,clean,0.0,42,87,0.647783637046814,1.1052119731903076,0.762,0.7616682869333745
baseline,Adam,clean,0.0,42,88,0.6050589084625244,1.1021939516067505,0.762,0.7594372277872917
baseline,Adam,clean,0.0,42,89,0.6441527009010315,1.0997809171676636,0.762,0.759466842834783
baseline,Adam,clean,0.0,42,90,0.6380507946014404,1.0973416566848755,0.764,0.7591006628605508
baseline,Adam,clean,0.0,42,91,0.6091905236244202,1.0937473773956299,0.758,0.7519235190515327
baseline,Adam,clean,0.0,42,92,0.6029695272445679,1.0876470804214478,0.764,0.7592013236635521
baseline,Adam,clean,0.0,42,93,0.5703872442245483,1.0814563035964966,0.764,0.7578498169442327
baseline,Adam,clean,0.0,42,94,0.5706230998039246,1.0753754377365112,0.762,0.7556917732230187
baseline,Adam,clean,0.0,42,95,0.6282709240913391,1.0707331895828247,0.762,0.7557983803590692
baseline,Adam,clean,0.0,42,96,0.6151012182235718,1.065189242362976,0.76,0.7560092479365851
baseline,Adam,clean,0.0,42,97,0.5599878430366516,1.0595924854278564,0.76,0.7563956284673481
baseline,Adam,clean,0.0,42,98,0.556157112121582,1.0535672903060913,0.76,0.7571192337527008
baseline,Adam,clean,0.0,42,99,0.6188217401504517,1.0491526126861572,0.764,0.7609953181214858
baseline,Adam,clean,0.0,42,100,0.5764036178588867,1.0436497926712036,0.762,0.7583244450145016
baseline,Adam,clean,0.0,42,101,0.5378496646881104,1.0373365879058838,0.76,0.7569248035414858
baseline,Adam,clean,0.0,42,102,0.5625357627868652,1.0310386419296265,0.762,0.7584994183823752
baseline,Adam,clean,0.0,42,103,0.5302045941352844,1.023313045501709,0.764,0.759775910395171
baseline,Adam,clean,0.0,42,104,0.5662105679512024,1.0178662538528442,0.764,0.7596089559061497
baseline,Adam,clean,0.0,42,105,0.5037016272544861,1.0137510299682617,0.766,0.7602250756833163
baseline,Adam,clean,0.0,42,106,0.5427064299583435,1.0092668533325195,0.768,0.7625409143503455
baseline,Adam,clean,0.0,42,107,0.542826235294342,1.005746841430664,0.77,0.7639645557055069
baseline,Adam,clean,0.0,42,108,0.525344967842102,1.004061222076416,0.768,0.7620960335741975
baseline,Adam,clean,0.0,42,109,0.5154644846916199,1.0025081634521484,0.772,0.7671021447224511
baseline,Adam,clean,0.0,42,110,0.5107906460762024,1.002228021621704,0.766,0.759136852699063
baseline,Adam,clean,0.0,42,111,0.48384687304496765,1.0030438899993896,0.766,0.7592435672505865
baseline,Adam,clean,0.0,42,112,0.5400437116622925,1.0036479234695435,0.764,0.7579529918488281
baseline,Adam,clean,0.0,42,113,0.5076720714569092,1.002183437347412,0.768,0.7616861620855914
baseline,Adam,clean,0.0,42,114,0.4838542938232422,0.9980502128601074,0.768,0.7605745272354182
baseline,Adam,clean,0.0,42,115,0.5190539360046387,0.9913097023963928,0.76,0.7532444619242035
baseline,Adam,clean,0.0,42,116,0.47083255648612976,0.985527515411377,0.76,0.7547697999867485
baseline,Adam,clean,0.0,42,117,0.4794345200061798,0.9805580377578735,0.764,0.7594469565681072
baseline,Adam,clean,0.0,42,118,0.44655299186706543,0.975894570350647,0.762,0.7567324979437597
baseline,Adam,clean,0.0,42,119,0.48605799674987793,0.9716089963912964,0.76,0.7540874564914501
baseline,Adam,clean,0.0,42,120,0.44938573241233826,0.9695181250572205,0.764,0.7573128385473125
baseline,Adam,clean,0.0,42,121,0.48130688071250916,0.9674844145774841,0.762,0.7560422349916264
baseline,Adam,clean,0.0,42,122,0.4569867253303528,0.9668909311294556,0.766,0.7611043285006233
baseline,Adam,clean,0.0,42,123,0.4339706003665924,0.9664084315299988,0.766,0.7629267448374889
baseline,Adam,clean,0.0,42,124,0.5018296241760254,0.963657021522522,0.766,0.7618494622220932
baseline,Adam,clean,0.0,42,125,0.4154696464538574,0.9590444564819336,0.766,0.7616593354203091
baseline,Adam,clean,0.0,42,126,0.4612044095993042,0.9547504782676697,0.766,0.7606714713972078
baseline,Adam,clean,0.0,42,127,0.4158329367637634,0.94908207654953,0.766,0.761008214242399
baseline,Adam,clean,0.0,42,128,0.43193450570106506,0.9466243982315063,0.766,0.760980607608291
baseline,Adam,clean,0.0,42,129,0.4473422169685364,0.9455177187919617,0.766,0.76005735807289
baseline,Adam,clean,0.0,42,130,0.46094855666160583,0.9446924328804016,0.764,0.757863182221526
baseline,Adam,clean,0.0,42,131,0.4741380512714386,0.9432482123374939,0.766,0.7591633071377603
baseline,Adam,clean,0.0,42,132,0.47991883754730225,0.9419066905975342,0.766,0.7594503635865959
baseline,Adam,clean,0.0,42,133,0.44197389483451843,0.9400811791419983,0.762,0.7536704826939384
baseline,Adam,clean,0.0,42,134,0.47066405415534973,0.9368506073951721,0.762,0.7540198991349355
baseline,Adam,clean,0.0,42,135,0.4182424545288086,0.9337316751480103,0.764,0.7567125379147388
baseline,Adam,clean,0.0,42,136,0.4309947192668915,0.9306386709213257,0.77,0.7619984110332773
baseline,Adam,clean,0.0,42,137,0.4584999680519104,0.9280649423599243,0.772,0.7654807623245928
baseline,Adam,clean,0.0,42,138,0.4157867431640625,0.9244882464408875,0.774,0.768280060419387
baseline,Adam,clean,0.0,42,139,0.4448609948158264,0.9236413836479187,0.774,0.7686930038858064
baseline,Adam,clean,0.0,42,140,0.45073607563972473,0.9239301085472107,0.776,0.7693905685793118
baseline,Adam,clean,0.0,42,141,0.4023171663284302,0.9251226782798767,0.77,0.7641508368117654
baseline,Adam,clean,0.0,42,142,0.39280223846435547,0.9264476895332336,0.77,0.7632898574000766
baseline,Adam,clean,0.0,42,143,0.39654800295829773,0.9250372052192688,0.772,0.7654556897661281
baseline,Adam,clean,0.0,42,144,0.43682360649108887,0.9193733334541321,0.772,0.765837859755145
baseline,Adam,clean,0.0,42,145,0.41134151816368103,0.9117777943611145,0.774,0.7666435205652748
baseline,Adam,clean,0.0,42,146,0.41275811195373535,0.904251217842102,0.77,0.7621185470154713
baseline,Adam,clean,0.0,42,147,0.3511887490749359,0.8984087705612183,0.774,0.7661482001306276
baseline,Adam,clean,0.0,42,148,0.4052656590938568,0.8939716219902039,0.774,0.765957225879359
baseline,Adam,clean,0.0,42,149,0.41369131207466125,0.8920591473579407,0.772,0.7647038313418492
baseline,Adam,clean,0.0,42,150,0.4048270881175995,0.8912917375564575,0.778,0.769705616475273
baseline,Adam,clean,0.0,42,151,0.4231775403022766,0.8946731090545654,0.778,0.7712302125734961
baseline,Adam,clean,0.0,42,152,0.38095784187316895,0.8972012996673584,0.776,0.7682410219566475
baseline,Adam,clean,0.0,42,153,0.4073347747325897,0.8993477821350098,0.78,0.7719942400147277
baseline,Adam,clean,0.0,42,154,0.39380717277526855,0.9005099534988403,0.776,0.7680474203523036
baseline,Adam,clean,0.0,42,155,0.3944760262966156,0.9012264609336853,0.772,0.7631328539284095
baseline,Adam,clean,0.0,42,156,0.37621116638183594,0.9009907245635986,0.772,0.7619998710564252
baseline,Adam,clean,0.0,42,157,0.39165669679641724,0.8997224569320679,0.77,0.7601506819305036
baseline,Adam,clean,0.0,42,158,0.34216442704200745,0.8943971991539001,0.77,0.7601506819305036
baseline,Adam,clean,0.0,42,159,0.39310339093208313,0.8862656950950623,0.77,0.7594703503228885
baseline,Adam,clean,0.0,42,160,0.41208577156066895,0.8775051832199097,0.776,0.766125547361156
baseline,Adam,clean,0.0,42,161,0.3910035789012909,0.872055172920227,0.778,0.7694188170161044
baseline,Adam,clean,0.0,42,162,0.4038098454475403,0.8712049722671509,0.778,0.7712160691324045
baseline,Adam,clean,0.0,42,163,0.4008675217628479,0.8723631501197815,0.774,0.7669314182728436
baseline,Adam,clean,0.0,42,164,0.3951142132282257,0.8742088079452515,0.77,0.7643944452229683
baseline,Adam,clean,0.0,42,165,0.3513997197151184,0.8770886063575745,0.768,0.7631090359426452
baseline,Adam,clean,0.0,42,166,0.37982848286628723,0.8818658590316772,0.768,0.7613452813695805
baseline,Adam,clean,0.0,42,167,0.3804570436477661,0.8857262134552002,0.768,0.7585465920561459
baseline,Adam,clean,0.0,42,168,0.3920503258705139,0.8863510489463806,0.774,0.7648989040446883
baseline,Adam,clean,0.0,42,169,0.37950360774993896,0.8831155300140381,0.774,0.7645815325557008
baseline,Adam,clean,0.0,42,170,0.37443313002586365,0.8775014877319336,0.778,0.7686079978203288
baseline,Adam,clean,0.0,42,171,0.36295655369758606,0.8705174922943115,0.774,0.764932741935412
baseline,Adam,clean,0.0,42,172,0.3556749224662781,0.8644869923591614,0.774,0.7641276189153918
baseline,Adam,clean,0.0,42,173,0.34371453523635864,0.8593754172325134,0.776,0.7659036582785055
baseline,Adam,clean,0.0,42,174,0.3572387099266052,0.856863796710968,0.776,0.7663339470876721
baseline,Adam,clean,0.0,42,175,0.3827073276042938,0.8568675518035889,0.776,0.7668600536003666
baseline,Adam,clean,0.0,42,176,0.36562711000442505,0.8584513068199158,0.772,0.7628010390518296
baseline,Adam,clean,0.0,42,177,0.34826987981796265,0.8592936992645264,0.774,0.7652631502526063
baseline,Adam,clean,0.0,42,178,0.3738902807235718,0.860306441783905,0.776,0.7686860722610934
baseline,Adam,clean,0.0,42,179,0.35193657875061035,0.8619039058685303,0.772,0.7640300764864423
baseline,Adam,clean,0.0,42,180,0.3445598781108856,0.8619623184204102,0.772,0.7640300764864423
baseline,Adam,clean,0.0,42,181,0.3451113998889923,0.8600932359695435,0.772,0.7644616623982791
baseline,Adam,clean,0.0,42,182,0.3820320963859558,0.8586881160736084,0.772,0.7647774153440886
baseline,Adam,clean,0.0,42,183,0.31717804074287415,0.8565866351127625,0.776,0.7674914716138169
baseline,Adam,clean,0.0,42,184,0.34954944252967834,0.8535761833190918,0.778,0.7686599287396707
baseline,Adam,clean,0.0,42,185,0.3340902626514435,0.8510461449623108,0.772,0.7637196670497275
baseline,Adam,clean,0.0,42,186,0.34949159622192383,0.8510239720344543,0.766,0.7579668000304977
baseline,Adam,clean,0.0,42,187,0.3573278784751892,0.8524014353752136,0.772,0.7609849615449934
baseline,Adam,clean,0.0,42,188,0.3605169653892517,0.8536598086357117,0.774,0.7618585105089757
baseline,Adam,clean,0.0,42,189,0.3579745292663574,0.8553615808486938,0.776,0.7642502514763931
baseline,Adam,clean,0.0,42,190,0.3231002390384674,0.8558746576309204,0.77,0.7583714417520058
baseline,Adam,clean,0.0,42,191,0.330949604511261,0.8551047444343567,0.77,0.7583103341636698
baseline,Adam,clean,0.0,42,192,0.3433976173400879,0.8524185419082642,0.77,0.7594566934324191
baseline,Adam,clean,0.0,42,193,0.3297056555747986,0.8449889421463013,0.77,0.7592854144152417
baseline,Adam,clean,0.0,42,194,0.3619520664215088,0.8383578658103943,0.778,0.7693420976739764
baseline,Adam,clean,0.0,42,195,0.3605533838272095,0.8339462280273438,0.782,0.7739633372836524
baseline,Adam,clean,0.0,42,196,0.32620295882225037,0.8326747417449951,0.778,0.7711070731452673
baseline,Adam,clean,0.0,42,197,0.3339024782180786,0.8333123922348022,0.78,0.7728493172346086
baseline,Adam,clean,0.0,42,198,0.3383091688156128,0.8348276019096375,0.78,0.7726251541780934
baseline,Adam,clean,0.0,42,199,0.3499053716659546,0.8374238014221191,0.778,0.7713780657055015
baseline,Adam,clean,0.0,42,200,0.31586694717407227,0.8405171036720276,0.776,0.7677796215611341
baseline,Adam,feature_noise,0.05,42,1,1.9461983442306519,1.9392365217208862,0.162,0.13320459091102957
baseline,Adam,feature_noise,0.05,42,2,1.9062644243240356,1.930599570274353,0.214,0.19923511058643822
baseline,Adam,feature_noise,0.05,42,3,1.8672035932540894,1.9204871654510498,0.244,0.2384441378108622
baseline,Adam,feature_noise,0.05,42,4,1.8167681694030762,1.9083126783370972,0.266,0.2596329968976384
baseline,Adam,feature_noise,0.05,42,5,1.7513269186019897,1.8948978185653687,0.296,0.3011377532941461
baseline,Adam,feature_noise,0.05,42,6,1.7017892599105835,1.8811646699905396,0.296,0.29876462875938853
baseline,Adam,feature_noise,0.05,42,7,1.6431872844696045,1.8666821718215942,0.304,0.31131197575498054
baseline,Adam,feature_noise,0.05,42,8,1.5754029750823975,1.8520352840423584,0.308,0.31642067774356847
baseline,Adam,feature_noise,0.05,42,9,1.5195611715316772,1.8366987705230713,0.312,0.3213741359204789
baseline,Adam,feature_noise,0.05,42,10,1.4563257694244385,1.8209238052368164,0.326,0.33756519707802557
baseline,Adam,feature_noise,0.05,42,11,1.4041908979415894,1.8048582077026367,0.348,0.3564382262973931
baseline,Adam,feature_noise,0.05,42,12,1.323185920715332,1.788384199142456,0.368,0.37930163190581645
baseline,Adam,feature_noise,0.05,42,13,1.2805156707763672,1.7716697454452515,0.382,0.39659611180278986
baseline,Adam,feature_noise,0.05,42,14,1.2095128297805786,1.754641056060791,0.394,0.4063795340329924
baseline,Adam,feature_noise,0.05,42,15,1.157315731048584,1.7373344898223877,0.408,0.4170238947791494
baseline,Adam,feature_noise,0.05,42,16,1.0920859575271606,1.7198305130004883,0.418,0.42506403312801194
baseline,Adam,feature_noise,0.05,42,17,1.0288118124008179,1.7021136283874512,0.428,0.4316446713624282
baseline,Adam,feature_noise,0.05,42,18,0.9698705673217773,1.684409499168396,0.438,0.444889254716122
baseline,Adam,feature_noise,0.05,42,19,0.926129937171936,1.6664773225784302,0.446,0.4505801468529826
baseline,Adam,feature_noise,0.05,42,20,0.8837581276893616,1.6485737562179565,0.46,0.46218088734632506
baseline,Adam,feature_noise,0.05,42,21,0.828097403049469,1.6305227279663086,0.476,0.47619756633182325
baseline,Adam,feature_noise,0.05,42,22,0.7706352472305298,1.6125487089157104,0.476,0.4727110690072612
baseline,Adam,feature_noise,0.05,42,23,0.7446814775466919,1.5948762893676758,0.482,0.478123028363628
baseline,Adam,feature_noise,0.05,42,24,0.686852753162384,1.577262043952942,0.486,0.48241079317978386
baseline,Adam,feature_noise,0.05,42,25,0.6193932890892029,1.5600626468658447,0.498,0.49370231351578253
baseline,Adam,feature_noise,0.05,42,26,0.6086317300796509,1.5434056520462036,0.508,0.500361433696938
baseline,Adam,feature_noise,0.05,42,27,0.5852384567260742,1.5269969701766968,0.516,0.5039807757756475
baseline,Adam,feature_noise,0.05,42,28,0.5379793643951416,1.5113829374313354,0.522,0.5113608537929647
baseline,Adam,feature_noise,0.05,42,29,0.49685391783714294,1.496300220489502,0.528,0.518404530249301
baseline,Adam,feature_noise,0.05,42,30,0.48138678073883057,1.481261968612671,0.528,0.5193412249108535
baseline,Adam,feature_noise,0.05,42,31,0.4140357971191406,1.4669147729873657,0.528,0.5184204374778821
baseline,Adam,feature_noise,0.05,42,32,0.4050128161907196,1.4530566930770874,0.538,0.5275254120457153
baseline,Adam,feature_noise,0.05,42,33,0.383678138256073,1.440071702003479,0.548,0.5400062505185004
baseline,Adam,feature_noise,0.05,42,34,0.35986000299453735,1.4279531240463257,0.554,0.5430596380439342
baseline,Adam,feature_noise,0.05,42,35,0.33006566762924194,1.4166299104690552,0.55,0.5364439875892542
baseline,Adam,feature_noise,0.05,42,36,0.31197041273117065,1.4069185256958008,0.554,0.5398401504323779
baseline,Adam,feature_noise,0.05,42,37,0.2786194682121277,1.3986973762512207,0.558,0.5443006553509626
baseline,Adam,feature_noise,0.05,42,38,0.2747129201889038,1.3912445306777954,0.558,0.5445815332108854
baseline,Adam,feature_noise,0.05,42,39,0.2616541087627411,1.3846116065979004,0.564,0.550166552334025
baseline,Adam,feature_noise,0.05,42,40,0.23873591423034668,1.3790884017944336,0.564,0.5485773577827715
baseline,Adam,feature_noise,0.05,42,41,0.28383511304855347,1.3748220205307007,0.56,0.5440276154561869
baseline,Adam,feature_noise,0.05,42,42,0.22719576954841614,1.3701906204223633,0.562,0.545578021284223
baseline,Adam,feature_noise,0.05,42,43,0.20853130519390106,1.3664817810058594,0.562,0.5451507230916379
baseline,Adam,feature_noise,0.05,42,44,0.2081153392791748,1.3625288009643555,0.564,0.5477796951481977
baseline,Adam,feature_noise,0.05,42,45,0.16574279963970184,1.358758568763733,0.562,0.5462681350459075
baseline,Adam,feature_noise,0.05,42,46,0.16363106667995453,1.3550797700881958,0.566,0.5492141958249414
baseline,Adam,feature_noise,0.05,42,47,0.17386795580387115,1.352496862411499,0.564,0.5477684473639034
baseline,Adam,feature_noise,0.05,42,48,0.17426340281963348,1.3496123552322388,0.566,0.5501690458687291
baseline,Adam,feature_noise,0.05,42,49,0.19141796231269836,1.3470661640167236,0.568,0.5525844359879232
baseline,Adam,feature_noise,0.05,42,50,0.1474265605211258,1.3443001508712769,0.568,0.5552038176796851
baseline,Adam,feature_noise,0.05,42,51,0.1646653115749359,1.3417104482650757,0.57,0.5591717267854383
baseline,Adam,feature_noise,0.05,42,52,0.14337404072284698,1.3386634588241577,0.566,0.5555425173036027
baseline,Adam,feature_noise,0.05,42,53,0.1367550641298294,1.3356778621673584,0.566,0.5562718433174276
baseline,Adam,feature_noise,0.05,42,54,0.1267012655735016,1.3325786590576172,0.566,0.5565445274579565
baseline,Adam,feature_noise,0.05,42,55,0.15298208594322205,1.3293546438217163,0.566,0.558731057754999
baseline,Adam,feature_noise,0.05,42,56,0.14133445918560028,1.3263102769851685,0.568,0.5610557686157565
baseline,Adam,feature_noise,0.05,42,57,0.14679329097270966,1.3239179849624634,0.57,0.563521011398057
baseline,Adam,feature_noise,0.05,42,58,0.13636553287506104,1.3208273649215698,0.576,0.5695710304134162
baseline,Adam,feature_noise,0.05,42,59,0.11623641103506088,1.317879557609558,0.58,0.5732759417125922
baseline,Adam,feature_noise,0.05,42,60,0.12740251421928406,1.3151264190673828,0.582,0.5756971633322567
baseline,Adam,feature_noise,0.05,42,61,0.12233006954193115,1.3125348091125488,0.58,0.5736609827676679
baseline,Adam,feature_noise,0.05,42,62,0.1197890043258667,1.3114374876022339,0.58,0.5748133587911598
baseline,Adam,feature_noise,0.05,42,63,0.12379801273345947,1.310632586479187,0.582,0.5770652369740416
baseline,Adam,feature_noise,0.05,42,64,0.11094219982624054,1.310180902481079,0.584,0.5780040717562726
baseline,Adam,feature_noise,0.05,42,65,0.11364160478115082,1.3100086450576782,0.582,0.5759356771512559
baseline,Adam,feature_noise,0.05,42,66,0.11680900305509567,1.3095993995666504,0.582,0.5764737000472913
baseline,Adam,feature_noise,0.05,42,67,0.11489387601613998,1.3084375858306885,0.584,0.5774106607224953
baseline,Adam,feature_noise,0.05,42,68,0.11925745010375977,1.3074182271957397,0.584,0.5767098151686597
baseline,Adam,feature_noise,0.05,42,69,0.13102813065052032,1.3068407773971558,0.582,0.57511797059045
baseline,Adam,feature_noise,0.05,42,70,0.09711936116218567,1.305963397026062,0.586,0.5780761578067343
baseline,Adam,feature_noise,0.05,42,71,0.09077133238315582,1.304687261581421,0.588,0.5801508946940583
baseline,Adam,feature_noise,0.05,42,72,0.10091379284858704,1.3037574291229248,0.584,0.5763561160913613
baseline,Adam,feature_noise,0.05,42,73,0.09417721629142761,1.3029342889785767,0.584,0.5788521257395022
baseline,Adam,feature_noise,0.05,42,74,0.10102303326129913,1.3027756214141846,0.586,0.5807833970261215
baseline,Adam,feature_noise,0.05,42,75,0.1104651466012001,1.303581953048706,0.584,0.5787070714126922
