optimizer,epoch,n_seeds,mean_gradient_l2_norm,std_gradient_l2_norm,mean_train_loss,mean_validation_loss,mean_validation_accuracy
SGD,10,10,0.060152,0.012089,1.945717,1.945758,0.1314
SGD,11,10,0.062481,0.010608,1.945756,1.945752,0.1292
SGD,12,10,0.057342,0.012817,1.945734,1.945746,0.1302
SGD,13,10,0.062097,0.00828,1.945606,1.945739,0.1302
SGD,14,10,0.062091,0.011862,1.945508,1.945735,0.1308
SGD,15,10,0.055875,0.014811,1.945681,1.945724,0.1304
SGD,16,10,0.058515,0.011922,1.94554,1.94572,0.1308
SGD,17,10,0.05722,0.014301,1.94562,1.945715,0.1316
SGD,18,10,0.056308,0.012181,1.94558,1.945713,0.1324
SGD,19,10,0.053642,0.006425,1.945739,1.945712,0.1334
SGD,20,10,0.057172,0.011403,1.945549,1.945706,0.1342
SGD,21,10,0.051747,0.00872,1.945567,1.945709,0.1332
SGD,22,10,0.05026,0.007826,1.945575,1.945702,0.1338
SGD,23,10,0.052426,0.010821,1.945421,1.945698,0.1318
SGD,24,10,0.055063,0.010289,1.945478,1.945699,0.1304
SGD,25,10,0.054055,0.012535,1.945275,1.945696,0.1296
SGD,26,10,0.053055,0.011695,1.945443,1.94569,0.1292
SGD,27,10,0.047694,0.010213,1.945348,1.945688,0.1276
SGD,28,10,0.045264,0.007035,1.94541,1.945688,0.1276
SGD,29,10,0.046264,0.007915,1.945364,1.945683,0.1278
SGD,30,10,0.047782,0.010341,1.945469,1.945677,0.1282
SGD,31,10,0.052332,0.006229,1.945393,1.945672,0.129
SGD,32,10,0.047186,0.00816,1.945243,1.945663,0.1302
SGD,33,10,0.04603,0.008399,1.945365,1.945664,0.129
SGD,34,10,0.048477,0.010329,1.945227,1.945658,0.129
SGD,35,10,0.043892,0.007513,1.94529,1.945651,0.1286
SGD,36,10,0.04506,0.005587,1.945328,1.945644,0.1282
SGD,37,10,0.040702,0.004532,1.945372,1.94564,0.128
SGD,38,10,0.04761,0.007704,1.945274,1.945643,0.127
SGD,39,10,0.043424,0.007966,1.945249,1.94564,0.1272
SGD,40,10,0.044196,0.010419,1.945263,1.945638,0.1278
SGD,41,10,0.044334,0.006232,1.945231,1.945646,0.1272
SGD,42,10,0.043157,0.007581,1.945241,1.945646,0.1262
SGD,43,10,0.040772,0.007948,1.945235,1.945646,0.1256
SGD,44,10,0.042742,0.005354,1.945323,1.945652,0.1246
SGD,45,10,0.042445,0.007262,1.945174,1.945654,0.1254
SGD,46,10,0.041473,0.007298,1.945133,1.945652,0.1252
SGD,47,10,0.041897,0.008127,1.94517,1.945657,0.1236
SGD,48,10,0.044963,0.006928,1.945187,1.94566,0.1226
SGD,49,10,0.043467,0.007856,1.945177,1.94566,0.123
SGD,50,10,0.043645,0.010397,1.945071,1.945659,0.122
SGD,51,10,0.042691,0.007447,1.945181,1.945655,0.1224
SGD,52,10,0.040459,0.006069,1.945181,1.945655,0.1222
SGD,53,10,0.040484,0.007036,1.945041,1.945656,0.12
SGD,54,10,0.04402,0.009056,1.945142,1.94566,0.1202
SGD,55,10,0.040628,0.009248,1.945165,1.945651,0.1216
SGD,56,10,0.042366,0.010776,1.945164,1.945646,0.121
SGD,57,10,0.045677,0.009652,1.945008,1.945648,0.1206
SGD,58,10,0.043451,0.007793,1.945023,1.945654,0.1214
SGD,59,10,0.036773,0.007338,1.94514,1.945655,0.122
SGD,60,10,0.042476,0.00792,1.945187,1.945663,0.1216
SGD,61,10,0.044942,0.006577,1.945079,1.945653,0.1208
SGD,62,10,0.045878,0.010101,1.944926,1.945658,0.1214
SGD,63,10,0.040461,0.009823,1.945092,1.945663,0.121
SGD,64,10,0.043123,0.006957,1.945142,1.945659,0.1216
SGD,65,10,0.039458,0.009274,1.945037,1.945651,0.1216
SGD,66,10,0.035822,0.007898,1.945064,1.945644,0.123
SGD,67,10,0.04147,0.008872,1.944983,1.945647,0.1218
SGD,68,10,0.038616,0.010682,1.945062,1.945649,0.1216
SGD,69,10,0.038018,0.008555,1.945072,1.94565,0.1218
SGD,70,10,0.038366,0.007497,1.945136,1.945651,0.1224
SGD,71,10,0.04406,0.011193,1.945005,1.945651,0.1228
SGD,72,10,0.042595,0.010867,1.944981,1.945659,0.123
SGD,73,10,0.03785,0.006472,1.944959,1.945661,0.123
SGD,74,10,0.039658,0.004726,1.945072,1.945656,0.124
SGD,75,10,0.041467,0.007027,1.944919,1.945658,0.124
SGD,76,10,0.041575,0.008103,1.944914,1.945655,0.1242
SGD,77,10,0.042069,0.009173,1.945027,1.945649,0.1236
SGD,78,10,0.041274,0.007339,1.944972,1.945656,0.1244
SGD,79,10,0.040003,0.007504,1.945054,1.945651,0.1256
SGD,80,10,0.040327,0.008512,1.944896,1.945643,0.1256
SGD,81,10,0.042076,0.009361,1.944932,1.945651,0.125
SGD,82,10,0.039257,0.005781,1.944859,1.945648,0.1256
SGD,83,10,0.039273,0.005779,1.944994,1.945655,0.1264
SGD,84,10,0.038723,0.007626,1.945236,1.945647,0.125
SGD,85,10,0.04024,0.007312,1.945087,1.945651,0.1252
SGD,86,10,0.035365,0.007113,1.945012,1.945648,0.125
SGD,87,10,0.040079,0.008,1.944943,1.945654,0.125
SGD,88,10,0.041709,0.007706,1.944873,1.945662,0.1246
SGD,89,10,0.038519,0.005927,1.944907,1.945657,0.125
SGD,90,10,0.040968,0.007294,1.944837,1.945647,0.1252
SGD,91,10,0.040392,0.010191,1.944906,1.945652,0.1252
SGD,92,10,0.037043,0.010167,1.944865,1.94566,0.126
SGD,93,10,0.039908,0.007753,1.944871,1.945655,0.1258
SGD,94,10,0.034562,0.006767,1.944969,1.945653,0.1256
SGD,95,10,0.04127,0.007076,1.944716,1.945653,0.1268
SGD,96,10,0.042632,0.011073,1.944921,1.945653,0.127
SGD,97,10,0.03756,0.007242,1.944993,1.945657,0.1262
SGD,98,10,0.036807,0.007296,1.944858,1.945658,0.127
SGD,99,10,0.040746,0.005976,1.94495,1.945655,0.1268
SGD,100,10,0.038758,0.010489,1.944967,1.945655,0.128
SGD,101,10,0.036015,0.007768,1.945035,1.945655,0.127
SGD,102,10,0.040491,0.009072,1.944799,1.945658,0.1286
SGD,103,10,0.039204,0.00645,1.944659,1.945668,0.1276
SGD,104,10,0.03789,0.004663,1.945055,1.945663,0.127
SGD,105,10,0.038843,0.003904,1.944784,1.945665,0.1278
SGD,106,10,0.045215,0.007674,1.944896,1.945661,0.1278
SGD,107,10,0.041316,0.00788,1.944866,1.94566,0.1276
SGD,108,10,0.040131,0.006579,1.944917,1.945664,0.128
SGD,109,10,0.039392,0.008109,1.944698,1.945667,0.127
SGD,110,10,0.040391,0.010583,1.944846,1.94567,0.127
SGD,111,10,0.039352,0.005989,1.944973,1.945668,0.1266
SGD,112,10,0.038774,0.006954,1.944949,1.945677,0.1278
SGD,113,10,0.041099,0.010197,1.945102,1.945671,0.1276
SGD,114,10,0.039526,0.008688,1.944713,1.945668,0.128
SGD,115,10,0.036892,0.011029,1.944929,1.945663,0.1286
SGD,116,10,0.040117,0.008438,1.944676,1.945663,0.1282
SGD,117,10,0.039413,0.006036,1.944784,1.945672,0.129
SGD,118,10,0.042518,0.009966,1.944701,1.945673,0.1286
SGD,119,10,0.040588,0.008621,1.944663,1.945682,0.1266
SGD,120,10,0.038064,0.008288,1.944682,1.945682,0.1272
SGD,121,10,0.033032,0.005418,1.944958,1.945683,0.1266
SGD,122,10,0.037695,0.009232,1.944757,1.945679,0.1268
SGD,123,10,0.038857,0.007003,1.944757,1.945684,0.1256
SGD,124,10,0.041477,0.007343,1.944818,1.945678,0.1264
SGD,125,10,0.037037,0.01005,1.944761,1.945685,0.1264
SGD,126,10,0.037883,0.00618,1.944712,1.945675,0.126
SGD,127,10,0.043088,0.008473,1.944716,1.945682,0.125
SGD,128,10,0.04227,0.008986,1.944809,1.945686,0.126
SGD,129,10,0.037344,0.008456,1.945064,1.945689,0.1258
SGD,130,10,0.038799,0.006085,1.944639,1.945691,0.1256
SGD,131,10,0.036829,0.010388,1.944868,1.945689,0.1268
SGD,132,10,0.040028,0.012014,1.944684,1.945683,0.1264
SGD,133,10,0.040307,0.009851,1.944685,1.945677,0.1264
SGD,134,10,0.037886,0.006725,1.944754,1.945676,0.1266
SGD,135,10,0.032984,0.00721,1.944999,1.945666,0.1254
SGD,136,10,0.03868,0.006339,1.944824,1.945667,0.1264
SGD,137,10,0.035975,0.004937,1.944671,1.945669,0.126
SGD,138,10,0.036925,0.006291,1.944828,1.945668,0.1274
SGD,139,10,0.043001,0.006701,1.944531,1.945668,0.1272
SGD,140,10,0.038647,0.009421,1.944692,1.945668,0.1278
SGD,141,10,0.04117,0.006417,1.94465,1.945672,0.127
SGD,142,10,0.032864,0.005493,1.94481,1.94567,0.1266
SGD,143,10,0.039964,0.008753,1.944691,1.945672,0.1276
SGD,144,10,0.036053,0.005477,1.944497,1.945667,0.1278
SGD,145,10,0.041459,0.011378,1.944579,1.945658,0.1274
SGD,146,10,0.036483,0.008119,1.944765,1.945659,0.1268
SGD,147,10,0.036289,0.007759,1.944681,1.94566,0.127
SGD,148,10,0.041311,0.008674,1.9448,1.945661,0.1266
SGD,149,10,0.0392,0.008359,1.944503,1.945662,0.1258
SGD,150,10,0.04088,0.009178,1.944438,1.945662,0.127
SGD,151,10,0.037044,0.004977,1.944809,1.945656,0.1274
SGD,152,10,0.04301,0.010626,1.944642,1.945665,0.1276
SGD,153,10,0.036726,0.00719,1.944796,1.945666,0.1288
SGD,154,10,0.036318,0.0079,1.944788,1.94567,0.128
SGD,155,10,0.042665,0.010809,1.944711,1.945673,0.1262
SGD,156,10,0.036613,0.010509,1.944698,1.945672,0.1258
SGD,157,10,0.038782,0.010777,1.944446,1.945678,0.1258
SGD,158,10,0.039038,0.009743,1.944557,1.945681,0.1242
SGD,159,10,0.035581,0.004834,1.944609,1.945675,0.1236
SGD,160,10,0.03964,0.007904,1.944546,1.945665,0.125
SGD,161,10,0.04165,0.007931,1.944475,1.945669,0.1246
SGD,162,10,0.033676,0.006781,1.944595,1.945668,0.1246
SGD,163,10,0.036467,0.007436,1.94465,1.945672,0.125
SGD,164,10,0.0389,0.007024,1.944604,1.945678,0.124
SGD,165,10,0.040993,0.007176,1.944586,1.945676,0.1246
SGD,166,10,0.039274,0.006989,1.944636,1.945678,0.1264
SGD,167,10,0.037818,0.006023,1.94455,1.945683,0.1254
SGD,168,10,0.036241,0.009145,1.944482,1.945683,0.1252
SGD,169,10,0.038715,0.006858,1.944428,1.945685,0.1258
SGD,170,10,0.037223,0.009031,1.944722,1.945691,0.1252
SGD,171,10,0.041491,0.007287,1.944746,1.945693,0.1264
SGD,172,10,0.040131,0.009449,1.944585,1.945678,0.1268
SGD,173,10,0.037013,0.00791,1.944569,1.945683,0.1258
SGD,174,10,0.036417,0.008282,1.944753,1.94568,0.1256
SGD,175,10,0.036867,0.005942,1.944555,1.94568,0.126
SGD,176,10,0.034478,0.008336,1.944616,1.945687,0.127
SGD,177,10,0.038749,0.006092,1.94468,1.945689,0.1258
SGD,178,10,0.038274,0.007848,1.944492,1.945686,0.1266
SGD,179,10,0.041228,0.010694,1.944404,1.945683,0.1256
SGD,180,10,0.038692,0.007484,1.944468,1.945692,0.1254
SGD,181,10,0.036091,0.004453,1.944751,1.945695,0.1258
SGD,182,10,0.041028,0.00897,1.944323,1.945694,0.125
SGD,183,10,0.038409,0.007066,1.944655,1.945684,0.1254
SGD,184,10,0.04003,0.008676,1.944507,1.945668,0.1272
SGD,185,10,0.03961,0.00839,1.944476,1.945675,0.1264
SGD,186,10,0.042931,0.006546,1.944488,1.945673,0.127
SGD,187,10,0.040926,0.009984,1.944438,1.945677,0.1262
SGD,188,10,0.038157,0.00699,1.944537,1.945682,0.1264
SGD,189,10,0.041841,0.00812,1.944493,1.945687,0.1258
SGD,190,10,0.034924,0.007979,1.944394,1.945682,0.1274
SGD,191,10,0.034922,0.010305,1.944392,1.945677,0.1274
SGD,192,10,0.040561,0.006651,1.944672,1.945682,0.1266
SGD,193,10,0.03801,0.009435,1.944363,1.945685,0.127
SGD,194,10,0.041616,0.010356,1.944165,1.945681,0.1272
SGD,195,10,0.036418,0.010429,1.944463,1.945676,0.1268
SGD,196,10,0.042041,0.009227,1.94447,1.945678,0.128
SGD,197,10,0.037206,0.009809,1.944576,1.945674,0.1282
SGD,198,10,0.037618,0.009403,1.944463,1.945666,0.1286
SGD,199,10,0.03618,0.007185,1.944451,1.945674,0.1276
SGD,200,10,0.043322,0.010882,1.944445,1.94567,0.1284
