optimizer,epoch,n_seeds,mean_gradient_l2_norm,std_gradient_l2_norm,mean_train_loss,mean_validation_loss,mean_validation_accuracy
AdamW,3,10,0.11858,0.033419,1.934874,1.935761,0.4446
AdamW,4,10,0.126534,0.022812,1.925724,1.929915,0.4908
AdamW,5,10,0.109282,0.029959,1.916376,1.923864,0.5242
AdamW,6,10,0.10189,0.030275,1.905872,1.917763,0.5666
AdamW,7,10,0.10036,0.037525,1.895542,1.911828,0.5902
AdamW,8,10,0.085126,0.019977,1.880938,1.905829,0.6032
AdamW,9,10,0.083158,0.024579,1.868054,1.899305,0.612
AdamW,10,10,0.096897,0.031953,1.854371,1.892115,0.6248
AdamW,11,10,0.092273,0.033126,1.840138,1.884479,0.6416
AdamW,12,10,0.095146,0.02521,1.825173,1.876323,0.6528
AdamW,13,10,0.091489,0.017647,1.809584,1.86727,0.6646
AdamW,14,10,0.091916,0.012836,1.794342,1.857493,0.676
AdamW,15,10,0.096565,0.007923,1.775557,1.847182,0.689
AdamW,16,10,0.105899,0.014507,1.755576,1.836354,0.6998
AdamW,17,10,0.103768,0.010265,1.739921,1.825274,0.7056
AdamW,18,10,0.104839,0.01081,1.712405,1.813787,0.712
AdamW,19,10,0.108853,0.016652,1.697097,1.801892,0.7168
AdamW,20,10,0.109139,0.010362,1.674041,1.789533,0.723
AdamW,21,10,0.113825,0.014456,1.646388,1.776768,0.7272
AdamW,22,10,0.116922,0.008411,1.627592,1.763456,0.7294
AdamW,23,10,0.114644,0.016136,1.607875,1.749667,0.7322
AdamW,24,10,0.129174,0.022371,1.578351,1.73547,0.7368
AdamW,25,10,0.118882,0.013736,1.558732,1.72084,0.738
AdamW,26,10,0.12678,0.017133,1.524404,1.705617,0.7402
AdamW,27,10,0.123945,0.009679,1.501177,1.689979,0.7416
AdamW,28,10,0.12667,0.008416,1.472686,1.674077,0.7428
AdamW,29,10,0.123822,0.009177,1.450945,1.657751,0.744
AdamW,30,10,0.128437,0.01003,1.418591,1.640868,0.744
AdamW,31,10,0.130815,0.009707,1.396596,1.62346,0.7462
AdamW,32,10,0.133194,0.013383,1.361141,1.605718,0.7478
AdamW,33,10,0.131651,0.012937,1.334178,1.587694,0.7498
AdamW,34,10,0.131151,0.008971,1.306141,1.569394,0.753
AdamW,35,10,0.136805,0.015005,1.268269,1.551155,0.7546
AdamW,36,10,0.128578,0.007096,1.243751,1.532863,0.7562
AdamW,37,10,0.133557,0.007494,1.212697,1.514545,0.759
AdamW,38,10,0.135943,0.007322,1.1933,1.496261,0.759
AdamW,39,10,0.138123,0.010665,1.149457,1.477787,0.7602
AdamW,40,10,0.136743,0.010168,1.130499,1.458844,0.7608
AdamW,41,10,0.144008,0.008461,1.098125,1.439801,0.762
AdamW,42,10,0.133995,0.007071,1.063956,1.420715,0.7624
AdamW,43,10,0.134686,0.011563,1.033839,1.401526,0.7616
AdamW,44,10,0.133256,0.0082,1.017903,1.382096,0.7626
AdamW,45,10,0.140687,0.011625,0.973307,1.362912,0.765
AdamW,46,10,0.131444,0.012271,0.95155,1.343925,0.7666
AdamW,47,10,0.131578,0.009224,0.93094,1.325415,0.7678
AdamW,48,10,0.134616,0.014365,0.898444,1.306761,0.768
AdamW,49,10,0.13956,0.013543,0.867111,1.288575,0.7684
AdamW,50,10,0.12698,0.00924,0.846748,1.271078,0.7692
AdamW,51,10,0.131101,0.005136,0.818652,1.254243,0.77
AdamW,52,10,0.131019,0.00856,0.800289,1.237525,0.7704
AdamW,53,10,0.123209,0.011,0.788122,1.221054,0.7716
AdamW,54,10,0.123813,0.007406,0.740183,1.204548,0.7716
AdamW,55,10,0.1213,0.01396,0.729781,1.187898,0.772
AdamW,56,10,0.125408,0.007495,0.718527,1.171449,0.7726
AdamW,57,10,0.119202,0.00891,0.683799,1.15527,0.7732
AdamW,58,10,0.124204,0.012721,0.669186,1.139371,0.773
AdamW,59,10,0.115304,0.008338,0.627867,1.12368,0.7746
AdamW,60,10,0.121312,0.013325,0.622414,1.108829,0.775
AdamW,61,10,0.121079,0.015172,0.599333,1.094342,0.7754
AdamW,62,10,0.114739,0.012296,0.580002,1.080309,0.7748
AdamW,63,10,0.113159,0.011485,0.558311,1.066803,0.7744
AdamW,64,10,0.112789,0.010817,0.542644,1.053949,0.7732
AdamW,65,10,0.108345,0.011302,0.526625,1.041283,0.7732
AdamW,66,10,0.10749,0.007127,0.512253,1.028892,0.7746
AdamW,67,10,0.107007,0.01067,0.500274,1.017228,0.7754
AdamW,68,10,0.108178,0.013296,0.482666,1.006368,0.7746
AdamW,69,10,0.105241,0.01048,0.471618,0.99565,0.7746
AdamW,70,10,0.107292,0.012042,0.45107,0.985359,0.7742
AdamW,71,10,0.106126,0.010282,0.444536,0.974986,0.7764
AdamW,72,10,0.105364,0.013582,0.428386,0.965489,0.777
AdamW,73,10,0.105888,0.015178,0.411996,0.956411,0.7784
AdamW,74,10,0.105534,0.013221,0.414668,0.947739,0.7792
AdamW,75,10,0.092662,0.009583,0.390904,0.939609,0.7796
AdamW,76,10,0.092372,0.00584,0.375679,0.931297,0.7786
AdamW,77,10,0.098676,0.011496,0.370598,0.923077,0.7788
AdamW,78,10,0.093779,0.011876,0.359285,0.915493,0.7774
AdamW,79,10,0.095585,0.013674,0.341417,0.908279,0.7774
AdamW,80,10,0.093456,0.015004,0.350248,0.901429,0.778
AdamW,81,10,0.0938,0.017087,0.330373,0.895097,0.7778
AdamW,82,10,0.090602,0.012733,0.325356,0.888469,0.7774
AdamW,83,10,0.094552,0.023917,0.332455,0.882288,0.7778
AdamW,84,10,0.092466,0.013086,0.312592,0.876078,0.7778
AdamW,85,10,0.089491,0.013729,0.29711,0.869857,0.7796
AdamW,86,10,0.085198,0.009735,0.300788,0.863984,0.7792
AdamW,87,10,0.091477,0.009132,0.290338,0.858161,0.78
AdamW,88,10,0.086958,0.009883,0.278555,0.852743,0.7812
AdamW,89,10,0.085655,0.009621,0.279763,0.847949,0.7796
AdamW,90,10,0.082088,0.006662,0.261749,0.843468,0.7812
AdamW,91,10,0.074859,0.006485,0.25639,0.838897,0.782
AdamW,92,10,0.086356,0.014661,0.260467,0.834928,0.7816
AdamW,93,10,0.081372,0.013663,0.24732,0.83107,0.7826
AdamW,94,10,0.073933,0.012762,0.246923,0.827538,0.7816
AdamW,95,10,0.080893,0.010743,0.241242,0.824599,0.7806
AdamW,96,10,0.073832,0.008532,0.225924,0.821961,0.78
AdamW,97,10,0.075629,0.012472,0.225803,0.819311,0.78
AdamW,98,10,0.080539,0.011004,0.224896,0.816921,0.7788
AdamW,99,10,0.073279,0.013168,0.214485,0.814185,0.7786
AdamW,100,10,0.07547,0.008729,0.217253,0.811326,0.778
AdamW,101,10,0.079557,0.017164,0.217355,0.808293,0.7776
AdamW,102,10,0.081604,0.01846,0.210271,0.805211,0.777
AdamW,103,10,0.077547,0.013246,0.20589,0.80205,0.777
AdamW,104,10,0.074108,0.009824,0.194182,0.798758,0.7768
AdamW,105,10,0.078661,0.012517,0.197458,0.795819,0.7784
AdamW,106,10,0.069285,0.009104,0.189401,0.79295,0.779
AdamW,107,10,0.07941,0.0184,0.181053,0.789904,0.7794
AdamW,108,10,0.071529,0.015047,0.179579,0.787639,0.7784
AdamW,109,10,0.075285,0.012297,0.178009,0.785547,0.7778
AdamW,110,10,0.071324,0.011468,0.175063,0.78343,0.778
AdamW,111,10,0.065972,0.008922,0.167722,0.781882,0.7786
AdamW,112,10,0.071096,0.011333,0.170179,0.780941,0.7776
AdamW,113,10,0.071878,0.011772,0.167834,0.780307,0.7776
AdamW,114,10,0.067758,0.014173,0.156426,0.779886,0.777
AdamW,115,10,0.071927,0.014236,0.160643,0.779349,0.7774
AdamW,116,10,0.066516,0.012592,0.156767,0.778855,0.7764
AdamW,117,10,0.069105,0.006906,0.153739,0.778298,0.7752
AdamW,118,10,0.067865,0.016696,0.151771,0.77791,0.7726
AdamW,119,10,0.066634,0.011242,0.148539,0.777177,0.7736
AdamW,120,10,0.057423,0.01089,0.142756,0.776633,0.7732
AdamW,121,10,0.06582,0.017333,0.145757,0.775794,0.7738
AdamW,122,10,0.063739,0.013001,0.145223,0.774701,0.7752
AdamW,123,10,0.059735,0.012667,0.146532,0.773297,0.7748
AdamW,124,10,0.067912,0.012015,0.134909,0.771721,0.7746
AdamW,125,10,0.062434,0.009116,0.138862,0.769978,0.775
AdamW,126,10,0.064593,0.014367,0.139785,0.768619,0.7752
AdamW,127,10,0.064911,0.014007,0.131002,0.767143,0.7754
AdamW,128,10,0.065551,0.01073,0.130279,0.765704,0.776
AdamW,129,10,0.054857,0.010922,0.122252,0.764602,0.7754
AdamW,130,10,0.057361,0.013757,0.120104,0.763713,0.7752
AdamW,131,10,0.059579,0.016183,0.123897,0.763443,0.7748
AdamW,132,10,0.057452,0.013663,0.11638,0.762776,0.7748
AdamW,133,10,0.066867,0.019814,0.123149,0.762329,0.775
AdamW,134,10,0.063478,0.018936,0.117255,0.761686,0.7752
AdamW,135,10,0.063925,0.011162,0.12194,0.761133,0.7758
AdamW,136,10,0.059001,0.01238,0.114987,0.761038,0.7752
AdamW,137,10,0.063453,0.012685,0.111861,0.760947,0.7738
AdamW,138,10,0.056445,0.012008,0.108064,0.760511,0.7736
AdamW,139,10,0.059763,0.019008,0.118586,0.759765,0.7738
AdamW,140,10,0.055494,0.015699,0.11477,0.75942,0.7724
AdamW,141,10,0.064545,0.026473,0.108228,0.758639,0.7728
AdamW,142,10,0.053095,0.018475,0.10589,0.757427,0.7734
AdamW,143,10,0.059614,0.019073,0.104966,0.756475,0.7744
AdamW,144,10,0.049301,0.009281,0.101735,0.755515,0.7748
AdamW,145,10,0.050871,0.012231,0.097054,0.754569,0.7752
AdamW,146,10,0.054279,0.01441,0.099414,0.753874,0.7758
AdamW,147,10,0.058289,0.011929,0.102213,0.754084,0.7752
AdamW,148,10,0.051211,0.01109,0.093988,0.754232,0.7768
AdamW,149,10,0.053848,0.008469,0.101649,0.754554,0.7768
AdamW,150,10,0.048454,0.00925,0.09174,0.754703,0.7774
AdamW,151,10,0.053302,0.012122,0.09663,0.754986,0.7768
AdamW,152,10,0.052587,0.008306,0.093344,0.755588,0.7766
AdamW,153,10,0.057922,0.011959,0.098766,0.756253,0.7758
AdamW,154,10,0.051431,0.007701,0.09864,0.756463,0.7752
AdamW,155,10,0.051994,0.016238,0.088498,0.756414,0.7738
AdamW,156,10,0.052718,0.010706,0.090043,0.756354,0.7742
AdamW,157,10,0.047006,0.011236,0.092381,0.756807,0.7744
AdamW,158,10,0.054702,0.012261,0.084162,0.757016,0.7738
AdamW,159,10,0.053067,0.014757,0.084438,0.757017,0.7732
AdamW,160,10,0.05267,0.01893,0.085675,0.757058,0.7732
AdamW,161,10,0.059858,0.011763,0.088367,0.757028,0.7728
AdamW,162,10,0.050708,0.007521,0.086012,0.757207,0.773
AdamW,163,10,0.055009,0.016337,0.081848,0.757396,0.7722
AdamW,164,10,0.048621,0.008958,0.077585,0.757457,0.7718
AdamW,165,10,0.050943,0.010976,0.080235,0.75787,0.772
AdamW,166,10,0.052493,0.014951,0.079706,0.758099,0.7718
AdamW,167,10,0.045316,0.011631,0.073798,0.758754,0.7714
AdamW,168,10,0.050757,0.00553,0.086008,0.759327,0.7712
AdamW,169,10,0.046206,0.010282,0.075191,0.759856,0.7718
AdamW,170,10,0.054092,0.011629,0.078888,0.759642,0.7718
AdamW,171,10,0.045462,0.010452,0.076438,0.75933,0.7726
AdamW,172,10,0.043243,0.007065,0.069943,0.759036,0.7724
AdamW,173,10,0.05136,0.012046,0.076715,0.759092,0.7722
AdamW,174,10,0.04438,0.016258,0.071836,0.758698,0.773
AdamW,175,10,0.044263,0.00631,0.073165,0.758029,0.773
AdamW,176,10,0.045225,0.010269,0.07106,0.757276,0.7736
AdamW,177,10,0.045544,0.012339,0.072626,0.756281,0.774
AdamW,178,10,0.049473,0.010168,0.073851,0.755721,0.7744
AdamW,179,10,0.047835,0.014483,0.07434,0.754801,0.7752
AdamW,180,10,0.047031,0.01213,0.071965,0.753873,0.7754
AdamW,181,10,0.04739,0.013454,0.068499,0.753267,0.7752
AdamW,182,10,0.049292,0.006823,0.064773,0.753193,0.7758
AdamW,183,10,0.059767,0.023388,0.070022,0.753563,0.776
AdamW,184,10,0.045883,0.012071,0.070581,0.753852,0.7764
AdamW,185,10,0.040842,0.009867,0.064076,0.754111,0.7764
AdamW,186,10,0.045264,0.008957,0.065735,0.754816,0.7768
AdamW,187,10,0.045219,0.01195,0.063684,0.75599,0.7756
AdamW,188,10,0.04945,0.008758,0.071487,0.757329,0.7754
AdamW,189,10,0.048031,0.007707,0.063498,0.758768,0.7744
AdamW,190,10,0.044724,0.010549,0.067128,0.759572,0.774
AdamW,191,10,0.04153,0.008725,0.061847,0.760413,0.7734
AdamW,192,10,0.047804,0.015245,0.062559,0.760828,0.7738
AdamW,193,10,0.048026,0.01351,0.064092,0.760974,0.7746
AdamW,194,10,0.047646,0.009002,0.063302,0.760779,0.7746
AdamW,195,10,0.037032,0.006001,0.056345,0.760312,0.7746
AdamW,196,10,0.047416,0.006564,0.065382,0.759727,0.7746
AdamW,197,10,0.051664,0.012894,0.068159,0.759633,0.7738
AdamW,198,10,0.040846,0.009717,0.059284,0.759662,0.7746
AdamW,199,10,0.041103,0.010194,0.063385,0.760056,0.7736
AdamW,200,10,0.040647,0.007392,0.059027,0.760051,0.7724
RMSProp,1,10,0.073699,0.010428,1.946111,1.927558,0.2142
RMSProp,2,10,0.054124,0.012059,1.915467,1.923717,0.2586
RMSProp,3,10,0.135876,0.046943,1.880154,1.892353,0.2616
RMSProp,4,10,0.172757,0.054867,1.837257,1.864702,0.2594
RMSProp,5,10,0.172841,0.054905,1.791801,1.853912,0.359
RMSProp,6,10,0.178189,0.066742,1.750077,1.807752,0.5036
RMSProp,7,10,0.18889,0.05001,1.698132,1.78731,0.5006
RMSProp,8,10,0.197345,0.041663,1.640202,1.753947,0.5828
RMSProp,9,10,0.214654,0.048682,1.589815,1.724627,0.5862
RMSProp,10,10,0.212266,0.07251,1.546983,1.697172,0.6486
RMSProp,11,10,0.22783,0.046448,1.495849,1.674144,0.6334
RMSProp,12,10,0.222505,0.034398,1.458729,1.641009,0.6908
RMSProp,13,10,0.224856,0.036007,1.401649,1.613342,0.6884
RMSProp,14,10,0.206256,0.038856,1.353637,1.584356,0.7192
RMSProp,15,10,0.213761,0.049109,1.322346,1.557656,0.7196
RMSProp,16,10,0.202081,0.032922,1.289823,1.532056,0.7356
RMSProp,17,10,0.202278,0.045888,1.253725,1.51213,0.733
RMSProp,18,10,0.214144,0.056518,1.219566,1.492397,0.7284
RMSProp,19,10,0.211609,0.056482,1.178039,1.469827,0.7422
RMSProp,20,10,0.214561,0.050917,1.159056,1.449469,0.7454
RMSProp,21,10,0.225649,0.061251,1.129692,1.420542,0.7564
RMSProp,22,10,0.239085,0.063799,1.097492,1.418921,0.7428
RMSProp,23,10,0.225909,0.051418,1.070517,1.385483,0.7594
RMSProp,24,10,0.222446,0.045651,1.061337,1.379544,0.7618
RMSProp,25,10,0.231452,0.055112,1.033397,1.357604,0.754
RMSProp,26,10,0.226895,0.061512,1.012031,1.344885,0.7582
RMSProp,27,10,0.21668,0.056477,0.980726,1.327766,0.7612
RMSProp,28,10,0.216136,0.043071,0.96893,1.311817,0.768
RMSProp,29,10,0.204506,0.04032,0.969889,1.30738,0.76
RMSProp,30,10,0.209467,0.046483,0.927169,1.28827,0.7752
RMSProp,31,10,0.196717,0.033691,0.920684,1.272506,0.773
RMSProp,32,10,0.186991,0.04105,0.908939,1.266715,0.771
RMSProp,33,10,0.187451,0.03194,0.892629,1.251533,0.7742
RMSProp,34,10,0.185056,0.047556,0.865977,1.244891,0.772
RMSProp,35,10,0.199442,0.059767,0.868323,1.231641,0.7714
RMSProp,36,10,0.221484,0.053138,0.843106,1.224039,0.7738
RMSProp,37,10,0.2067,0.044571,0.839996,1.21226,0.7736
RMSProp,38,10,0.196437,0.042365,0.823254,1.20149,0.7828
RMSProp,39,10,0.189772,0.032899,0.813861,1.195886,0.772
RMSProp,40,10,0.178474,0.05428,0.789313,1.186334,0.7826
RMSProp,41,10,0.181989,0.051194,0.780082,1.176513,0.7768
RMSProp,42,10,0.199124,0.040781,0.789243,1.169529,0.7814
RMSProp,43,10,0.196587,0.058616,0.774434,1.160017,0.7812
RMSProp,44,10,0.190241,0.048937,0.759701,1.158616,0.7766
RMSProp,45,10,0.18748,0.040909,0.748699,1.147343,0.7808
RMSProp,46,10,0.190099,0.026672,0.75345,1.142067,0.782
RMSProp,47,10,0.191926,0.046059,0.736187,1.131653,0.7852
RMSProp,48,10,0.197205,0.042472,0.736181,1.125962,0.7862
RMSProp,49,10,0.181981,0.037272,0.719578,1.122065,0.783
RMSProp,50,10,0.194252,0.049562,0.715344,1.115142,0.7844
RMSProp,51,10,0.190437,0.040732,0.701551,1.10744,0.7848
RMSProp,52,10,0.197159,0.041642,0.712155,1.105946,0.7852
RMSProp,53,10,0.206158,0.034508,0.701162,1.09677,0.7816
RMSProp,54,10,0.192972,0.03124,0.687059,1.092425,0.7852
RMSProp,55,10,0.196914,0.044755,0.669627,1.082631,0.786
RMSProp,56,10,0.19608,0.06473,0.67845,1.079995,0.7878
RMSProp,57,10,0.201806,0.039254,0.666143,1.074395,0.784
RMSProp,58,10,0.191416,0.040845,0.661948,1.067743,0.7854
RMSProp,59,10,0.177716,0.036467,0.668587,1.069537,0.7842
RMSProp,60,10,0.161954,0.025832,0.64966,1.058789,0.7878
RMSProp,61,10,0.159825,0.040628,0.653121,1.062377,0.7858
RMSProp,62,10,0.180077,0.035531,0.649125,1.052502,0.787
RMSProp,63,10,0.169127,0.036293,0.645254,1.049434,0.787
RMSProp,64,10,0.16275,0.020759,0.626802,1.042284,0.7846
RMSProp,65,10,0.162608,0.030377,0.622232,1.040119,0.7878
RMSProp,66,10,0.169972,0.044686,0.612572,1.035894,0.7852
RMSProp,67,10,0.191141,0.054229,0.601743,1.033964,0.7874
RMSProp,68,10,0.200809,0.061765,0.617371,1.031242,0.786
RMSProp,69,10,0.170644,0.044103,0.586401,1.026353,0.788
RMSProp,70,10,0.164407,0.030624,0.583717,1.018704,0.7848
RMSProp,71,10,0.166219,0.036443,0.576902,1.023038,0.7862
RMSProp,72,10,0.169218,0.041357,0.589727,1.010347,0.7882
RMSProp,73,10,0.168587,0.049284,0.585026,1.010197,0.7894
RMSProp,74,10,0.203153,0.040082,0.602463,1.004863,0.7896
RMSProp,75,10,0.194237,0.045341,0.584648,1.009643,0.783
RMSProp,76,10,0.195586,0.046672,0.572078,0.997,0.7908
RMSProp,77,10,0.195232,0.044301,0.570952,1.003956,0.783
RMSProp,78,10,0.197298,0.072432,0.58179,0.99504,0.7916
RMSProp,79,10,0.192117,0.064998,0.569465,0.991195,0.7874
RMSProp,80,10,0.178612,0.040734,0.556652,0.989459,0.7892
RMSProp,81,10,0.169845,0.036843,0.559539,0.989231,0.7902
RMSProp,82,10,0.172467,0.03235,0.549946,0.980367,0.7922
RMSProp,83,10,0.180041,0.047153,0.548949,0.982729,0.7866
RMSProp,84,10,0.204748,0.049998,0.549022,0.977878,0.7878
RMSProp,85,10,0.203783,0.054311,0.54377,0.974716,0.7878
RMSProp,86,10,0.213425,0.083079,0.56112,0.969028,0.7916
RMSProp,87,10,0.186651,0.057446,0.5447,0.969807,0.79
RMSProp,88,10,0.16816,0.047271,0.529537,0.967128,0.7888
RMSProp,89,10,0.188517,0.044398,0.552036,0.97149,0.7834
RMSProp,90,10,0.200174,0.025567,0.535641,0.958095,0.793
RMSProp,91,10,0.189058,0.031754,0.546784,0.962998,0.7876
RMSProp,92,10,0.19148,0.048974,0.547511,0.964172,0.7842
RMSProp,93,10,0.218884,0.064732,0.524329,0.95792,0.787
RMSProp,94,10,0.206288,0.057886,0.529289,0.959584,0.7874
RMSProp,95,10,0.20434,0.035712,0.52922,0.946664,0.7918
RMSProp,96,10,0.188836,0.040811,0.516917,0.955388,0.7862
RMSProp,97,10,0.160194,0.037831,0.513629,0.943466,0.7932
RMSProp,98,10,0.153231,0.021265,0.514791,0.948799,0.7866
RMSProp,99,10,0.182987,0.057392,0.511002,0.940642,0.7902
RMSProp,100,10,0.182835,0.042016,0.511426,0.940835,0.7904
RMSProp,101,10,0.182877,0.023919,0.505553,0.940413,0.789
RMSProp,102,10,0.176736,0.035565,0.496329,0.939459,0.7872
RMSProp,103,10,0.171425,0.0602,0.491157,0.931266,0.7908
RMSProp,104,10,0.213089,0.061005,0.519154,0.941037,0.7896
RMSProp,105,10,0.201662,0.051652,0.505045,0.930226,0.7902
RMSProp,106,10,0.196687,0.064989,0.507669,0.931139,0.789
RMSProp,107,10,0.208595,0.040264,0.500945,0.930714,0.79
RMSProp,108,10,0.203476,0.048932,0.497185,0.920444,0.7906
RMSProp,109,10,0.176241,0.043445,0.48721,0.927023,0.7894
RMSProp,110,10,0.164382,0.043704,0.489937,0.918326,0.7878
RMSProp,111,10,0.173719,0.023646,0.491202,0.918609,0.793
RMSProp,112,10,0.175908,0.045479,0.498563,0.919843,0.792
RMSProp,113,10,0.154614,0.028416,0.48461,0.917801,0.7912
RMSProp,114,10,0.173484,0.040171,0.481788,0.911959,0.792
RMSProp,115,10,0.181818,0.049619,0.477558,0.921734,0.7882
RMSProp,116,10,0.185951,0.05758,0.48048,0.909603,0.793
RMSProp,117,10,0.196894,0.050033,0.466798,0.915002,0.7882
RMSProp,118,10,0.222289,0.069047,0.475274,0.909331,0.793
RMSProp,119,10,0.1882,0.043343,0.483134,0.906535,0.7894
RMSProp,120,10,0.156645,0.040136,0.464229,0.901102,0.793
RMSProp,121,10,0.186216,0.045564,0.469504,0.90491,0.7896
RMSProp,122,10,0.200225,0.068072,0.468472,0.900564,0.7926
RMSProp,123,10,0.180822,0.031133,0.462197,0.904501,0.7878
RMSProp,124,10,0.174806,0.058256,0.466671,0.897151,0.7926
RMSProp,125,10,0.164885,0.044409,0.447599,0.898462,0.794
RMSProp,126,10,0.184992,0.020201,0.481618,0.903431,0.786
RMSProp,127,10,0.184739,0.056815,0.451158,0.894585,0.7918
RMSProp,128,10,0.188299,0.057512,0.454039,0.894277,0.7938
RMSProp,129,10,0.209879,0.040539,0.441729,0.886402,0.7944
RMSProp,130,10,0.213127,0.058376,0.458083,0.896475,0.7914
RMSProp,131,10,0.18859,0.084363,0.446246,0.882852,0.793
RMSProp,132,10,0.205407,0.026291,0.447975,0.893875,0.7886
RMSProp,133,10,0.202722,0.039677,0.447575,0.887002,0.7904
RMSProp,134,10,0.188715,0.050609,0.451217,0.886067,0.793
RMSProp,135,10,0.162779,0.057758,0.447409,0.884839,0.7896
RMSProp,136,10,0.185324,0.041708,0.440581,0.88087,0.797
RMSProp,137,10,0.192955,0.030502,0.449198,0.886759,0.791
RMSProp,138,10,0.198402,0.057468,0.438637,0.881976,0.793
RMSProp,139,10,0.201041,0.037107,0.441723,0.8781,0.7916
RMSProp,140,10,0.188174,0.055721,0.44628,0.880552,0.7914
RMSProp,141,10,0.187977,0.047208,0.433209,0.873073,0.796
RMSProp,142,10,0.194218,0.041437,0.436803,0.884821,0.7872
RMSProp,143,10,0.190768,0.062349,0.426152,0.868874,0.794
RMSProp,144,10,0.174682,0.042638,0.437162,0.873698,0.789
RMSProp,145,10,0.179875,0.035058,0.439015,0.874237,0.7904
RMSProp,146,10,0.175005,0.032663,0.42963,0.867498,0.792
RMSProp,147,10,0.170596,0.032398,0.422976,0.871242,0.7906
RMSProp,148,10,0.182544,0.032269,0.440657,0.868451,0.793
RMSProp,149,10,0.183776,0.044042,0.438283,0.863002,0.7946
RMSProp,150,10,0.201092,0.034487,0.424391,0.865574,0.791
RMSProp,151,10,0.188319,0.042861,0.423264,0.867293,0.7918
RMSProp,152,10,0.190904,0.034956,0.432923,0.869046,0.79
RMSProp,153,10,0.200285,0.047649,0.430943,0.859723,0.7934
RMSProp,154,10,0.182441,0.027043,0.425335,0.857753,0.7938
RMSProp,155,10,0.189362,0.046299,0.412948,0.860976,0.7932
RMSProp,156,10,0.195776,0.039418,0.423413,0.860699,0.7912
RMSProp,157,10,0.19108,0.043514,0.414542,0.856243,0.7922
RMSProp,158,10,0.165156,0.050014,0.412423,0.857617,0.794
RMSProp,159,10,0.164414,0.037966,0.407818,0.85618,0.7936
RMSProp,160,10,0.187214,0.051436,0.407685,0.856488,0.793
RMSProp,161,10,0.174265,0.058608,0.412692,0.847785,0.7932
RMSProp,162,10,0.194967,0.05174,0.402982,0.856292,0.795
RMSProp,163,10,0.187398,0.045555,0.406908,0.849932,0.795
RMSProp,164,10,0.16399,0.04867,0.405434,0.855702,0.7936
RMSProp,165,10,0.186712,0.063837,0.403385,0.84678,0.795
RMSProp,166,10,0.207666,0.060809,0.406315,0.851804,0.7912
RMSProp,167,10,0.204382,0.056982,0.400709,0.84602,0.7922
RMSProp,168,10,0.206624,0.044215,0.397621,0.849759,0.7918
RMSProp,169,10,0.190422,0.054265,0.393766,0.847305,0.7904
RMSProp,170,10,0.188667,0.059078,0.413489,0.840376,0.796
RMSProp,171,10,0.204596,0.048323,0.395646,0.848907,0.793
RMSProp,172,10,0.185901,0.049317,0.396589,0.842725,0.7938
RMSProp,173,10,0.188374,0.072963,0.397561,0.846696,0.7886
RMSProp,174,10,0.196012,0.067322,0.390439,0.842507,0.7954
RMSProp,175,10,0.209891,0.050617,0.394315,0.841218,0.7916
RMSProp,176,10,0.202475,0.055723,0.400685,0.842461,0.7914
RMSProp,177,10,0.17827,0.021137,0.3747,0.842773,0.7948
RMSProp,178,10,0.178162,0.04798,0.374624,0.83545,0.7924
RMSProp,179,10,0.186809,0.034502,0.394712,0.839804,0.7934
RMSProp,180,10,0.160974,0.043957,0.3944,0.836472,0.7954
RMSProp,181,10,0.167649,0.037581,0.387363,0.832851,0.793
RMSProp,182,10,0.179806,0.047987,0.409199,0.83493,0.796
RMSProp,183,10,0.175427,0.048773,0.385724,0.836469,0.7922
RMSProp,184,10,0.192887,0.062759,0.393926,0.833391,0.7946
RMSProp,185,10,0.199675,0.067988,0.375854,0.837913,0.791
RMSProp,186,10,0.219258,0.031391,0.376036,0.836113,0.7934
RMSProp,187,10,0.213014,0.068821,0.395043,0.830822,0.79
RMSProp,188,10,0.179947,0.060371,0.387971,0.834014,0.7922
RMSProp,189,10,0.183357,0.039397,0.375491,0.830582,0.7942
RMSProp,190,10,0.214732,0.037459,0.387716,0.831065,0.7918
RMSProp,191,10,0.202803,0.050932,0.374052,0.82281,0.7948
RMSProp,192,10,0.225317,0.069836,0.384101,0.834244,0.7878
RMSProp,193,10,0.220847,0.083813,0.382884,0.829739,0.791
RMSProp,194,10,0.237153,0.080048,0.395926,0.828044,0.7946
RMSProp,195,10,0.217174,0.086061,0.357809,0.828833,0.7912
RMSProp,196,10,0.167718,0.048524,0.366041,0.823664,0.7936
RMSProp,197,10,0.173924,0.049604,0.375148,0.828433,0.7924
RMSProp,198,10,0.210428,0.064056,0.376404,0.82781,0.7896
RMSProp,199,10,0.219349,0.059212,0.371339,0.824616,0.7942
RMSProp,200,10,0.223925,0.082798,0.36664,0.816572,0.7964
SGD,1,10,0.065213,0.011977,1.946053,1.945853,0.1292
SGD,2,10,0.065,0.011381,1.946041,1.945846,0.1288
SGD,3,10,0.06672,0.01558,1.946054,1.945833,0.129
SGD,4,10,0.066866,0.014121,1.945959,1.945817,0.1278
SGD,5,10,0.063626,0.014683,1.945824,1.945806,0.1292
SGD,6,10,0.065857,0.012637,1.945921,1.945793,0.1322
SGD,7,10,0.063157,0.011289,1.945897,1.945787,0.1312
SGD,8,10,0.061836,0.010645,1.945845,1.945774,0.1326
SGD,9,10,0.061162,0.012899,1.945862,1.945763,0.1314
